menuId,usuarioId,fecha,alimentoId,nombreAlimento,cantidadGramos,tiempoComida,calorias,proteinas,carbohidratos,grasas
393,20,2025-01-21,5,Avena en hojuelas,250,Desayuno,972.5,42.5,165.0,17.5
393,20,2025-01-21,15,Atún en agua,150,Almuerzo,174.0,39.0,0.0,1.5
393,20,2025-01-21,16,Salmón,250,Almuerzo,520.0,50.0,0.0,32.5
393,20,2025-01-21,2,Arroz integral cocido,150,Almuerzo,168.0,3.9,35.25,1.35
393,20,2025-01-21,41,Brócoli,200,Cena,68.0,5.6,13.2,0.8
394,20,2025-01-23,32,Banano,100,Desayuno,89.0,1.1,23.0,0.3
394,20,2025-01-23,18,Huevo entero,250,Desayuno,387.5,32.5,2.75,27.5
394,20,2025-01-23,2,Arroz integral cocido,200,Almuerzo,224.0,5.2,47.0,1.8
394,20,2025-01-23,6,Pasta cocida,200,Almuerzo,316.0,11.6,62.0,1.8
394,20,2025-01-23,1,Arroz blanco cocido,100,Cena,130.0,2.7,28.2,0.3
394,20,2025-01-23,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
395,20,2025-01-31,18,Huevo entero,200,Desayuno,310.0,26.0,2.2,22.0
395,20,2025-01-31,4,Pan integral,250,Desayuno,617.5,32.5,102.5,8.5
395,20,2025-01-31,44,Tomate,150,Almuerzo,27.0,1.35,5.85,0.3
395,20,2025-01-31,11,Pechuga de pollo,200,Almuerzo,330.0,62.0,0.0,7.2
395,20,2025-01-31,16,Salmón,150,Almuerzo,312.0,30.0,0.0,19.5
395,20,2025-01-31,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
395,20,2025-01-31,41,Brócoli,150,Cena,51.0,4.2,9.9,0.6
395,20,2025-01-31,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
396,20,2025-02-09,31,Manzana,250,Desayuno,130.0,0.75,35.0,0.5
396,20,2025-02-09,5,Avena en hojuelas,250,Desayuno,972.5,42.5,165.0,17.5
396,20,2025-02-09,13,Carne molida res 90%,200,Almuerzo,352.0,52.0,0.0,16.0
396,20,2025-02-09,42,Espinaca,150,Almuerzo,34.5,4.35,5.4,0.6
396,20,2025-02-09,11,Pechuga de pollo,200,Almuerzo,330.0,62.0,0.0,7.2
396,20,2025-02-09,6,Pasta cocida,150,Cena,237.0,8.7,46.5,1.35
397,20,2025-02-13,33,Naranja,200,Desayuno,94.0,1.8,24.0,0.2
397,20,2025-02-13,16,Salmón,100,Almuerzo,208.0,20.0,0.0,13.0
397,20,2025-02-13,11,Pechuga de pollo,100,Almuerzo,165.0,31.0,0.0,3.6
397,20,2025-02-13,41,Brócoli,300,Almuerzo,102.0,8.4,19.8,1.2
397,20,2025-02-13,41,Brócoli,150,Cena,51.0,4.2,9.9,0.6
398,20,2025-02-16,4,Pan integral,100,Desayuno,247.0,13.0,41.0,3.4
398,20,2025-02-16,21,Leche entera,100,Desayuno,61.0,3.2,4.8,3.3
398,20,2025-02-16,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
398,20,2025-02-16,2,Arroz integral cocido,100,Almuerzo,112.0,2.6,23.5,0.9
398,20,2025-02-16,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
398,20,2025-02-16,11,Pechuga de pollo,200,Cena,330.0,62.0,0.0,7.2
399,20,2025-02-17,31,Manzana,200,Desayuno,104.0,0.6,28.0,0.4
399,20,2025-02-17,3,Pan blanco,250,Desayuno,662.5,22.5,122.5,8.0
399,20,2025-02-17,1,Arroz blanco cocido,300,Almuerzo,390.0,8.1,84.6,0.9
399,20,2025-02-17,44,Tomate,150,Almuerzo,27.0,1.35,5.85,0.3
399,20,2025-02-17,13,Carne molida res 90%,200,Cena,352.0,52.0,0.0,16.0
399,20,2025-02-17,41,Brócoli,200,Cena,68.0,5.6,13.2,0.8
399,20,2025-02-17,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
400,20,2025-02-18,32,Banano,250,Desayuno,222.5,2.75,57.5,0.75
400,20,2025-02-18,19,Clara de huevo,100,Desayuno,52.0,11.0,0.7,0.2
400,20,2025-02-18,1,Arroz blanco cocido,300,Almuerzo,390.0,8.1,84.6,0.9
400,20,2025-02-18,15,Atún en agua,250,Almuerzo,290.0,65.0,0.0,2.5
400,20,2025-02-18,16,Salmón,200,Cena,416.0,40.0,0.0,26.0
400,20,2025-02-18,41,Brócoli,200,Cena,68.0,5.6,13.2,0.8
401,20,2025-02-19,3,Pan blanco,250,Desayuno,662.5,22.5,122.5,8.0
401,20,2025-02-19,15,Atún en agua,300,Almuerzo,348.0,78.0,0.0,3.0
401,20,2025-02-19,13,Carne molida res 90%,300,Almuerzo,528.0,78.0,0.0,24.0
401,20,2025-02-19,41,Brócoli,150,Cena,51.0,4.2,9.9,0.6
401,20,2025-02-19,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
402,20,2025-02-21,19,Clara de huevo,200,Desayuno,104.0,22.0,1.4,0.4
402,20,2025-02-21,31,Manzana,150,Desayuno,78.0,0.45,21.0,0.3
402,20,2025-02-21,42,Espinaca,100,Almuerzo,23.0,2.9,3.6,0.4
402,20,2025-02-21,6,Pasta cocida,100,Almuerzo,158.0,5.8,31.0,0.9
402,20,2025-02-21,44,Tomate,250,Almuerzo,45.0,2.25,9.75,0.5
402,20,2025-02-21,41,Brócoli,200,Cena,68.0,5.6,13.2,0.8
402,20,2025-02-21,42,Espinaca,100,Cena,23.0,2.9,3.6,0.4
403,20,2025-02-26,18,Huevo entero,100,Desayuno,155.0,13.0,1.1,11.0
403,20,2025-02-26,44,Tomate,300,Almuerzo,54.0,2.7,11.7,0.6
403,20,2025-02-26,42,Espinaca,300,Almuerzo,69.0,8.7,10.8,1.2
403,20,2025-02-26,13,Carne molida res 90%,250,Almuerzo,440.0,65.0,0.0,20.0
403,20,2025-02-26,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
404,20,2025-02-28,4,Pan integral,100,Desayuno,247.0,13.0,41.0,3.4
404,20,2025-02-28,11,Pechuga de pollo,150,Almuerzo,247.5,46.5,0.0,5.4
404,20,2025-02-28,42,Espinaca,100,Almuerzo,23.0,2.9,3.6,0.4
404,20,2025-02-28,48,Aguacate,100,Cena,160.0,2.0,9.0,15.0
404,20,2025-02-28,6,Pasta cocida,150,Cena,237.0,8.7,46.5,1.35
405,20,2025-03-04,33,Naranja,200,Desayuno,94.0,1.8,24.0,0.2
405,20,2025-03-04,32,Banano,200,Desayuno,178.0,2.2,46.0,0.6
405,20,2025-03-04,15,Atún en agua,300,Almuerzo,348.0,78.0,0.0,3.0
405,20,2025-03-04,42,Espinaca,150,Almuerzo,34.5,4.35,5.4,0.6
405,20,2025-03-04,13,Carne molida res 90%,250,Almuerzo,440.0,65.0,0.0,20.0
405,20,2025-03-04,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
405,20,2025-03-04,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
406,20,2025-03-09,31,Manzana,250,Desayuno,130.0,0.75,35.0,0.5
406,20,2025-03-09,18,Huevo entero,250,Desayuno,387.5,32.5,2.75,27.5
406,20,2025-03-09,1,Arroz blanco cocido,300,Almuerzo,390.0,8.1,84.6,0.9
406,20,2025-03-09,15,Atún en agua,200,Almuerzo,232.0,52.0,0.0,2.0
406,20,2025-03-09,6,Pasta cocida,250,Almuerzo,395.0,14.5,77.5,2.25
406,20,2025-03-09,1,Arroz blanco cocido,100,Cena,130.0,2.7,28.2,0.3
406,20,2025-03-09,11,Pechuga de pollo,200,Cena,330.0,62.0,0.0,7.2
407,20,2025-03-11,4,Pan integral,100,Desayuno,247.0,13.0,41.0,3.4
407,20,2025-03-11,19,Clara de huevo,100,Desayuno,52.0,11.0,0.7,0.2
407,20,2025-03-11,11,Pechuga de pollo,150,Almuerzo,247.5,46.5,0.0,5.4
407,20,2025-03-11,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
407,20,2025-03-11,13,Carne molida res 90%,200,Almuerzo,352.0,52.0,0.0,16.0
407,20,2025-03-11,16,Salmón,200,Cena,416.0,40.0,0.0,26.0
407,20,2025-03-11,51,Almendras,30,MeriendaTarde,173.7,6.3,6.6,15.0
408,20,2025-03-14,3,Pan blanco,250,Desayuno,662.5,22.5,122.5,8.0
408,20,2025-03-14,1,Arroz blanco cocido,150,Almuerzo,195.0,4.05,42.3,0.45
408,20,2025-03-14,13,Carne molida res 90%,100,Almuerzo,176.0,26.0,0.0,8.0
408,20,2025-03-14,48,Aguacate,100,Cena,160.0,2.0,9.0,15.0
408,20,2025-03-14,42,Espinaca,100,Cena,23.0,2.9,3.6,0.4
409,20,2025-03-15,31,Manzana,150,Desayuno,78.0,0.45,21.0,0.3
409,20,2025-03-15,18,Huevo entero,250,Desayuno,387.5,32.5,2.75,27.5
409,20,2025-03-15,44,Tomate,100,Almuerzo,18.0,0.9,3.9,0.2
409,20,2025-03-15,2,Arroz integral cocido,250,Almuerzo,280.0,6.5,58.75,2.25
409,20,2025-03-15,6,Pasta cocida,100,Cena,158.0,5.8,31.0,0.9
409,20,2025-03-15,48,Aguacate,150,Cena,240.0,3.0,13.5,22.5
410,20,2025-03-16,18,Huevo entero,100,Desayuno,155.0,13.0,1.1,11.0
410,20,2025-03-16,44,Tomate,100,Almuerzo,18.0,0.9,3.9,0.2
410,20,2025-03-16,16,Salmón,150,Almuerzo,312.0,30.0,0.0,19.5
410,20,2025-03-16,13,Carne molida res 90%,200,Cena,352.0,52.0,0.0,16.0
410,20,2025-03-16,31,Manzana,100,MeriendaTarde,52.0,0.3,14.0,0.2
411,20,2025-03-22,31,Manzana,200,Desayuno,104.0,0.6,28.0,0.4
411,20,2025-03-22,32,Banano,100,Desayuno,89.0,1.1,23.0,0.3
411,20,2025-03-22,42,Espinaca,200,Almuerzo,46.0,5.8,7.2,0.8
411,20,2025-03-22,6,Pasta cocida,250,Almuerzo,395.0,14.5,77.5,2.25
411,20,2025-03-22,44,Tomate,200,Almuerzo,36.0,1.8,7.8,0.4
411,20,2025-03-22,48,Aguacate,200,Cena,320.0,4.0,18.0,30.0
411,20,2025-03-22,13,Carne molida res 90%,150,Cena,264.0,39.0,0.0,12.0
412,21,2025-01-08,18,Huevo entero,200,Desayuno,310.0,26.0,2.2,22.0
412,21,2025-01-08,23,Yogur natural,100,Desayuno,59.0,10.0,3.6,0.4
412,21,2025-01-08,6,Pasta cocida,250,Almuerzo,395.0,14.5,77.5,2.25
412,21,2025-01-08,41,Brócoli,200,Almuerzo,68.0,5.6,13.2,0.8
412,21,2025-01-08,6,Pasta cocida,100,Cena,158.0,5.8,31.0,0.9
412,21,2025-01-08,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
413,21,2025-01-10,18,Huevo entero,150,Desayuno,232.5,19.5,1.65,16.5
413,21,2025-01-10,33,Naranja,100,Desayuno,47.0,0.9,12.0,0.1
413,21,2025-01-10,13,Carne molida res 90%,300,Almuerzo,528.0,78.0,0.0,24.0
413,21,2025-01-10,6,Pasta cocida,150,Almuerzo,237.0,8.7,46.5,1.35
413,21,2025-01-10,2,Arroz integral cocido,250,Almuerzo,280.0,6.5,58.75,2.25
413,21,2025-01-10,41,Brócoli,100,Cena,34.0,2.8,6.6,0.4
413,21,2025-01-10,48,Aguacate,200,Cena,320.0,4.0,18.0,30.0
414,21,2025-01-13,19,Clara de huevo,200,Desayuno,104.0,22.0,1.4,0.4
414,21,2025-01-13,4,Pan integral,150,Desayuno,370.5,19.5,61.5,5.1
414,21,2025-01-13,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
414,21,2025-01-13,41,Brócoli,300,Almuerzo,102.0,8.4,19.8,1.2
414,21,2025-01-13,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
414,21,2025-01-13,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
415,21,2025-01-17,19,Clara de huevo,100,Desayuno,52.0,11.0,0.7,0.2
415,21,2025-01-17,23,Yogur natural,100,Desayuno,59.0,10.0,3.6,0.4
415,21,2025-01-17,6,Pasta cocida,150,Almuerzo,237.0,8.7,46.5,1.35
415,21,2025-01-17,1,Arroz blanco cocido,250,Almuerzo,325.0,6.75,70.5,0.75
415,21,2025-01-17,48,Aguacate,100,Cena,160.0,2.0,9.0,15.0
415,21,2025-01-17,11,Pechuga de pollo,200,Cena,330.0,62.0,0.0,7.2
416,21,2025-01-23,4,Pan integral,150,Desayuno,370.5,19.5,61.5,5.1
416,21,2025-01-23,13,Carne molida res 90%,150,Almuerzo,264.0,39.0,0.0,12.0
416,21,2025-01-23,41,Brócoli,300,Almuerzo,102.0,8.4,19.8,1.2
416,21,2025-01-23,11,Pechuga de pollo,150,Cena,247.5,46.5,0.0,5.4
416,21,2025-01-23,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
417,21,2025-01-27,31,Manzana,200,Desayuno,104.0,0.6,28.0,0.4
417,21,2025-01-27,3,Pan blanco,100,Desayuno,265.0,9.0,49.0,3.2
417,21,2025-01-27,11,Pechuga de pollo,100,Almuerzo,165.0,31.0,0.0,3.6
417,21,2025-01-27,44,Tomate,300,Almuerzo,54.0,2.7,11.7,0.6
417,21,2025-01-27,6,Pasta cocida,150,Almuerzo,237.0,8.7,46.5,1.35
417,21,2025-01-27,1,Arroz blanco cocido,200,Cena,260.0,5.4,56.4,0.6
418,21,2025-01-28,33,Naranja,150,Desayuno,70.5,1.35,18.0,0.15
418,21,2025-01-28,41,Brócoli,150,Almuerzo,51.0,4.2,9.9,0.6
418,21,2025-01-28,11,Pechuga de pollo,200,Almuerzo,330.0,62.0,0.0,7.2
418,21,2025-01-28,6,Pasta cocida,250,Almuerzo,395.0,14.5,77.5,2.25
418,21,2025-01-28,41,Brócoli,200,Cena,68.0,5.6,13.2,0.8
418,21,2025-01-28,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
419,21,2025-01-31,5,Avena en hojuelas,250,Desayuno,972.5,42.5,165.0,17.5
419,21,2025-01-31,23,Yogur natural,200,Desayuno,118.0,20.0,7.2,0.8
419,21,2025-01-31,44,Tomate,150,Almuerzo,27.0,1.35,5.85,0.3
419,21,2025-01-31,13,Carne molida res 90%,300,Almuerzo,528.0,78.0,0.0,24.0
419,21,2025-01-31,41,Brócoli,150,Almuerzo,51.0,4.2,9.9,0.6
419,21,2025-01-31,13,Carne molida res 90%,100,Cena,176.0,26.0,0.0,8.0
420,21,2025-02-09,3,Pan blanco,100,Desayuno,265.0,9.0,49.0,3.2
420,21,2025-02-09,1,Arroz blanco cocido,200,Almuerzo,260.0,5.4,56.4,0.6
420,21,2025-02-09,13,Carne molida res 90%,200,Almuerzo,352.0,52.0,0.0,16.0
420,21,2025-02-09,41,Brócoli,250,Almuerzo,85.0,7.0,16.5,1.0
420,21,2025-02-09,6,Pasta cocida,200,Cena,316.0,11.6,62.0,1.8
421,21,2025-02-24,23,Yogur natural,100,Desayuno,59.0,10.0,3.6,0.4
421,21,2025-02-24,13,Carne molida res 90%,150,Almuerzo,264.0,39.0,0.0,12.0
421,21,2025-02-24,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
421,21,2025-02-24,6,Pasta cocida,200,Cena,316.0,11.6,62.0,1.8
422,21,2025-02-28,5,Avena en hojuelas,100,Desayuno,389.0,17.0,66.0,7.0
422,21,2025-02-28,31,Manzana,150,Desayuno,78.0,0.45,21.0,0.3
422,21,2025-02-28,11,Pechuga de pollo,250,Almuerzo,412.5,77.5,0.0,9.0
422,21,2025-02-28,16,Salmón,300,Almuerzo,624.0,60.0,0.0,39.0
422,21,2025-02-28,2,Arroz integral cocido,200,Almuerzo,224.0,5.2,47.0,1.8
422,21,2025-02-28,16,Salmón,150,Cena,312.0,30.0,0.0,19.5
422,21,2025-02-28,6,Pasta cocida,150,Cena,237.0,8.7,46.5,1.35
423,21,2025-03-08,5,Avena en hojuelas,100,Desayuno,389.0,17.0,66.0,7.0
423,21,2025-03-08,16,Salmón,100,Almuerzo,208.0,20.0,0.0,13.0
423,21,2025-03-08,2,Arroz integral cocido,200,Almuerzo,224.0,5.2,47.0,1.8
423,21,2025-03-08,13,Carne molida res 90%,200,Cena,352.0,52.0,0.0,16.0
423,21,2025-03-08,33,Naranja,100,MeriendaTarde,47.0,0.9,12.0,0.1
424,21,2025-03-10,21,Leche entera,250,Desayuno,152.5,8.0,12.0,8.25
424,21,2025-03-10,5,Avena en hojuelas,150,Desayuno,583.5,25.5,99.0,10.5
424,21,2025-03-10,6,Pasta cocida,100,Almuerzo,158.0,5.8,31.0,0.9
424,21,2025-03-10,42,Espinaca,300,Almuerzo,69.0,8.7,10.8,1.2
424,21,2025-03-10,2,Arroz integral cocido,250,Almuerzo,280.0,6.5,58.75,2.25
424,21,2025-03-10,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
424,21,2025-03-10,13,Carne molida res 90%,100,Cena,176.0,26.0,0.0,8.0
425,21,2025-03-12,3,Pan blanco,100,Desayuno,265.0,9.0,49.0,3.2
425,21,2025-03-12,42,Espinaca,250,Almuerzo,57.5,7.25,9.0,1.0
425,21,2025-03-12,2,Arroz integral cocido,300,Almuerzo,336.0,7.8,70.5,2.7
425,21,2025-03-12,11,Pechuga de pollo,250,Almuerzo,412.5,77.5,0.0,9.0
425,21,2025-03-12,13,Carne molida res 90%,100,Cena,176.0,26.0,0.0,8.0
425,21,2025-03-12,51,Almendras,30,MeriendaTarde,173.7,6.3,6.6,15.0
426,21,2025-03-14,21,Leche entera,100,Desayuno,61.0,3.2,4.8,3.3
426,21,2025-03-14,19,Clara de huevo,100,Desayuno,52.0,11.0,0.7,0.2
426,21,2025-03-14,2,Arroz integral cocido,200,Almuerzo,224.0,5.2,47.0,1.8
426,21,2025-03-14,11,Pechuga de pollo,250,Almuerzo,412.5,77.5,0.0,9.0
426,21,2025-03-14,16,Salmón,300,Almuerzo,624.0,60.0,0.0,39.0
426,21,2025-03-14,42,Espinaca,100,Cena,23.0,2.9,3.6,0.4
427,21,2025-03-16,3,Pan blanco,200,Desayuno,530.0,18.0,98.0,6.4
427,21,2025-03-16,18,Huevo entero,150,Desayuno,232.5,19.5,1.65,16.5
427,21,2025-03-16,2,Arroz integral cocido,200,Almuerzo,224.0,5.2,47.0,1.8
427,21,2025-03-16,11,Pechuga de pollo,200,Almuerzo,330.0,62.0,0.0,7.2
427,21,2025-03-16,15,Atún en agua,300,Almuerzo,348.0,78.0,0.0,3.0
427,21,2025-03-16,6,Pasta cocida,200,Cena,316.0,11.6,62.0,1.8
427,21,2025-03-16,23,Yogur natural,100,MeriendaTarde,59.0,10.0,3.6,0.4
428,21,2025-03-20,21,Leche entera,250,Desayuno,152.5,8.0,12.0,8.25
428,21,2025-03-20,4,Pan integral,250,Desayuno,617.5,32.5,102.5,8.5
428,21,2025-03-20,2,Arroz integral cocido,200,Almuerzo,224.0,5.2,47.0,1.8
428,21,2025-03-20,44,Tomate,150,Almuerzo,27.0,1.35,5.85,0.3
428,21,2025-03-20,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
428,21,2025-03-20,23,Yogur natural,100,MeriendaTarde,59.0,10.0,3.6,0.4
429,22,2025-01-04,23,Yogur natural,100,Desayuno,59.0,10.0,3.6,0.4
429,22,2025-01-04,11,Pechuga de pollo,250,Almuerzo,412.5,77.5,0.0,9.0
429,22,2025-01-04,42,Espinaca,300,Almuerzo,69.0,8.7,10.8,1.2
429,22,2025-01-04,41,Brócoli,100,Cena,34.0,2.8,6.6,0.4
429,22,2025-01-04,23,Yogur natural,100,MeriendaTarde,59.0,10.0,3.6,0.4
430,22,2025-01-10,3,Pan blanco,200,Desayuno,530.0,18.0,98.0,6.4
430,22,2025-01-10,21,Leche entera,200,Desayuno,122.0,6.4,9.6,6.6
430,22,2025-01-10,1,Arroz blanco cocido,150,Almuerzo,195.0,4.05,42.3,0.45
430,22,2025-01-10,16,Salmón,100,Almuerzo,208.0,20.0,0.0,13.0
430,22,2025-01-10,42,Espinaca,150,Almuerzo,34.5,4.35,5.4,0.6
430,22,2025-01-10,6,Pasta cocida,200,Cena,316.0,11.6,62.0,1.8
430,22,2025-01-10,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
431,22,2025-01-14,31,Manzana,100,Desayuno,52.0,0.3,14.0,0.2
431,22,2025-01-14,5,Avena en hojuelas,250,Desayuno,972.5,42.5,165.0,17.5
431,22,2025-01-14,42,Espinaca,100,Almuerzo,23.0,2.9,3.6,0.4
431,22,2025-01-14,1,Arroz blanco cocido,150,Almuerzo,195.0,4.05,42.3,0.45
431,22,2025-01-14,41,Brócoli,200,Cena,68.0,5.6,13.2,0.8
431,22,2025-01-14,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
432,22,2025-01-16,5,Avena en hojuelas,100,Desayuno,389.0,17.0,66.0,7.0
432,22,2025-01-16,32,Banano,100,Desayuno,89.0,1.1,23.0,0.3
432,22,2025-01-16,41,Brócoli,300,Almuerzo,102.0,8.4,19.8,1.2
432,22,2025-01-16,11,Pechuga de pollo,200,Almuerzo,330.0,62.0,0.0,7.2
432,22,2025-01-16,16,Salmón,100,Cena,208.0,20.0,0.0,13.0
432,22,2025-01-16,11,Pechuga de pollo,150,Cena,247.5,46.5,0.0,5.4
433,22,2025-01-18,18,Huevo entero,100,Desayuno,155.0,13.0,1.1,11.0
433,22,2025-01-18,32,Banano,200,Desayuno,178.0,2.2,46.0,0.6
433,22,2025-01-18,44,Tomate,200,Almuerzo,36.0,1.8,7.8,0.4
433,22,2025-01-18,13,Carne molida res 90%,200,Almuerzo,352.0,52.0,0.0,16.0
433,22,2025-01-18,6,Pasta cocida,200,Cena,316.0,11.6,62.0,1.8
433,22,2025-01-18,23,Yogur natural,100,MeriendaTarde,59.0,10.0,3.6,0.4
434,22,2025-01-21,19,Clara de huevo,150,Desayuno,78.0,16.5,1.05,0.3
434,22,2025-01-21,13,Carne molida res 90%,150,Almuerzo,264.0,39.0,0.0,12.0
434,22,2025-01-21,6,Pasta cocida,200,Almuerzo,316.0,11.6,62.0,1.8
434,22,2025-01-21,42,Espinaca,150,Almuerzo,34.5,4.35,5.4,0.6
434,22,2025-01-21,42,Espinaca,100,Cena,23.0,2.9,3.6,0.4
435,22,2025-01-24,3,Pan blanco,150,Desayuno,397.5,13.5,73.5,4.8
435,22,2025-01-24,1,Arroz blanco cocido,200,Almuerzo,260.0,5.4,56.4,0.6
435,22,2025-01-24,15,Atún en agua,300,Almuerzo,348.0,78.0,0.0,3.0
435,22,2025-01-24,42,Espinaca,150,Cena,34.5,4.35,5.4,0.6
435,22,2025-01-24,23,Yogur natural,100,MeriendaTarde,59.0,10.0,3.6,0.4
436,22,2025-01-28,33,Naranja,250,Desayuno,117.5,2.25,30.0,0.25
436,22,2025-01-28,2,Arroz integral cocido,200,Almuerzo,224.0,5.2,47.0,1.8
436,22,2025-01-28,16,Salmón,300,Almuerzo,624.0,60.0,0.0,39.0
436,22,2025-01-28,41,Brócoli,150,Cena,51.0,4.2,9.9,0.6
436,22,2025-01-28,16,Salmón,200,Cena,416.0,40.0,0.0,26.0
436,22,2025-01-28,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
437,22,2025-01-30,21,Leche entera,250,Desayuno,152.5,8.0,12.0,8.25
437,22,2025-01-30,32,Banano,250,Desayuno,222.5,2.75,57.5,0.75
437,22,2025-01-30,41,Brócoli,300,Almuerzo,102.0,8.4,19.8,1.2
437,22,2025-01-30,2,Arroz integral cocido,100,Almuerzo,112.0,2.6,23.5,0.9
437,22,2025-01-30,15,Atún en agua,100,Almuerzo,116.0,26.0,0.0,1.0
437,22,2025-01-30,41,Brócoli,200,Cena,68.0,5.6,13.2,0.8
437,22,2025-01-30,11,Pechuga de pollo,150,Cena,247.5,46.5,0.0,5.4
437,22,2025-01-30,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
438,22,2025-01-31,32,Banano,250,Desayuno,222.5,2.75,57.5,0.75
438,22,2025-01-31,41,Brócoli,150,Almuerzo,51.0,4.2,9.9,0.6
438,22,2025-01-31,42,Espinaca,300,Almuerzo,69.0,8.7,10.8,1.2
438,22,2025-01-31,44,Tomate,250,Almuerzo,45.0,2.25,9.75,0.5
438,22,2025-01-31,48,Aguacate,100,Cena,160.0,2.0,9.0,15.0
438,22,2025-01-31,23,Yogur natural,100,MeriendaTarde,59.0,10.0,3.6,0.4
439,22,2025-02-03,5,Avena en hojuelas,100,Desayuno,389.0,17.0,66.0,7.0
439,22,2025-02-03,41,Brócoli,150,Almuerzo,51.0,4.2,9.9,0.6
439,22,2025-02-03,6,Pasta cocida,150,Almuerzo,237.0,8.7,46.5,1.35
439,22,2025-02-03,42,Espinaca,100,Cena,23.0,2.9,3.6,0.4
439,22,2025-02-03,1,Arroz blanco cocido,200,Cena,260.0,5.4,56.4,0.6
439,22,2025-02-03,32,Banano,100,MeriendaTarde,89.0,1.1,23.0,0.3
440,22,2025-02-07,3,Pan blanco,250,Desayuno,662.5,22.5,122.5,8.0
440,22,2025-02-07,44,Tomate,150,Almuerzo,27.0,1.35,5.85,0.3
440,22,2025-02-07,42,Espinaca,200,Almuerzo,46.0,5.8,7.2,0.8
440,22,2025-02-07,42,Espinaca,100,Cena,23.0,2.9,3.6,0.4
440,22,2025-02-07,1,Arroz blanco cocido,100,Cena,130.0,2.7,28.2,0.3
441,22,2025-02-09,21,Leche entera,200,Desayuno,122.0,6.4,9.6,6.6
441,22,2025-02-09,44,Tomate,300,Almuerzo,54.0,2.7,11.7,0.6
441,22,2025-02-09,13,Carne molida res 90%,300,Almuerzo,528.0,78.0,0.0,24.0
441,22,2025-02-09,1,Arroz blanco cocido,100,Almuerzo,130.0,2.7,28.2,0.3
441,22,2025-02-09,42,Espinaca,200,Cena,46.0,5.8,7.2,0.8
441,22,2025-02-09,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
442,22,2025-02-11,4,Pan integral,200,Desayuno,494.0,26.0,82.0,6.8
442,22,2025-02-11,11,Pechuga de pollo,150,Almuerzo,247.5,46.5,0.0,5.4
442,22,2025-02-11,16,Salmón,100,Almuerzo,208.0,20.0,0.0,13.0
442,22,2025-02-11,41,Brócoli,100,Cena,34.0,2.8,6.6,0.4
443,22,2025-02-16,32,Banano,150,Desayuno,133.5,1.65,34.5,0.45
443,22,2025-02-16,6,Pasta cocida,300,Almuerzo,474.0,17.4,93.0,2.7
443,22,2025-02-16,41,Brócoli,100,Almuerzo,34.0,2.8,6.6,0.4
443,22,2025-02-16,15,Atún en agua,200,Almuerzo,232.0,52.0,0.0,2.0
443,22,2025-02-16,48,Aguacate,150,Cena,240.0,3.0,13.5,22.5
443,22,2025-02-16,31,Manzana,100,MeriendaTarde,52.0,0.3,14.0,0.2
444,22,2025-02-24,31,Manzana,150,Desayuno,78.0,0.45,21.0,0.3
444,22,2025-02-24,11,Pechuga de pollo,200,Almuerzo,330.0,62.0,0.0,7.2
444,22,2025-02-24,15,Atún en agua,150,Almuerzo,174.0,39.0,0.0,1.5
444,22,2025-02-24,1,Arroz blanco cocido,200,Almuerzo,260.0,5.4,56.4,0.6
444,22,2025-02-24,13,Carne molida res 90%,150,Cena,264.0,39.0,0.0,12.0
444,22,2025-02-24,1,Arroz blanco cocido,200,Cena,260.0,5.4,56.4,0.6
444,22,2025-02-24,56,Mantequilla de mani,30,MeriendaTarde,176.4,7.5,6.0,15.0
445,22,2025-03-01,3,Pan blanco,100,Desayuno,265.0,9.0,49.0,3.2
445,22,2025-03-01,18,Huevo entero,200,Desayuno,310.0,26.0,2.2,22.0
445,22,2025-03-01,16,Salmón,200,Almuerzo,416.0,40.0,0.0,26.0
